,Titre du bulletin (ANSSI),Type de bulletin,Date de publication,Identifiant CVE,Score CVSS,Base Severity,Type CWE,Score EPSS,Lien du bulletin (ANSSI),Description,Éditeur,Produit,Versions affectées
1415,Vulnérabilité dans le greffon Splunk Supporting pour Active Directory ,Avis,2025-01-16,CVE-2025-0367,n/a,n/a,n/a,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0042/,n/a,n/a,n/a,n/a
1237,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-45331,6.9,n/a,Escalation of privilege,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A incorrect privilege assignment in Fortinet FortiAnalyzer versions 7.4.0 through 7.4.3, 7.2.0 through 7.2.5, 7.0.0 through 7.0.13, 6.4.0 through 6.4.15, FortiManager versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.5, 7.0.0 through 7.0.13, 6.4.0 through 6.4.15, FortiAnalyzer Cloud versions 7.4.1 through 7.4.2, 7.2.1 through 7.2.6, 7.0.1 through 7.0.13, 6.4.1 through 6.4.7 allows attacker to escalate privilege via specific shell commands",Fortinet,FortiAnalyzer,"7.4.0, 7.2.0, 7.0.0, 6.4.0"
1243,Multiples vulnérabilités dans HPE Aruba Networking AOS ,Avis,2025-01-15,CVE-2025-23051,7.2,Élevée,n/a,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0032/,An authenticated parameter injection vulnerability exists in the web-based management interface of the AOS-8 and AOS-10 Operating Systems. Successful exploitation could allow an authenticated user to leverage parameter injection to overwrite arbitrary system files.,Hewlett Packard Enterprise (HPE),HPE Aruba Networking AOS,"10.4.0.0, 8.12.0.0, 8.10.0.0"
1238,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-50563,6.7,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A weak authentication in Fortinet FortiManager Cloud, FortiAnalyzer versions 7.6.0 through 7.6.1, 7.4.1 through 7.4.3, FortiAnalyzer Cloud versions 7.4.1 through 7.4.3, FortiManager versions 7.6.0 through 7.6.1, 7.4.1 through 7.4.3, FortiManager Cloud versions 7.4.1 through 7.4.3 allows attacker to execute unauthorized code or commands via a brute-force attack.",Fortinet,FortiAnalyzer,"7.6.0, 7.4.1"
1236,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-33502,6.4,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An improper limitation of a pathname to a restricted directory ('path traversal') in Fortinet FortiManager, FortiAnalyzer versions 7.4.0 through 7.4.2 and 7.2.0 through 7.2.5 and 7.0.0 through 7.0.12 and 6.4.0 through 6.4.14 and 6.2.0 through 6.2.12 and 6.0.0 through 6.0.12 allows attacker to execute unauthorized code or commands via crafted HTTP or HTTPs requests.",Fortinet,FortiManager,"7.4.0, 7.2.0, 7.0.0, 6.4.0, 6.2.0, 6.0.0"
1239,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-36506,3.5,n/a,Improper access control,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An improper verification of source of a communication channel vulnerability [CWE-940] in FortiClientEMS 7.4.0, 7.2.0 through 7.2.4, 7.0 all versions, 6.4 all versions may allow a remote attacker to bypass the trusted host feature via session connection.",Fortinet,FortiClientEMS,"7.4.0, 7.2.0, 7.0.0, 6.4.7, 6.4.0"
1241,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-46670,7.5,Élevée,Denial of service,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An Out-of-bounds Read vulnerability [CWE-125] in FortiOS version 7.6.0, version 7.4.4 and below, version 7.2.9 and below and FortiSASE FortiOS tenant version 24.3.b IPsec IKE service may allow an unauthenticated remote attacker to trigger memory consumption leading to Denial of Service via crafted requests.",Fortinet,FortiOS,"7.6.0, 7.4.0, 7.2.0"
1242,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-47572,8.3,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,An improper neutralization of formula elements in a csv file in Fortinet FortiSOAR 7.2.1 through 7.4.1 allows attacker to execute unauthorized code or commands via manipulating csv file,Fortinet,FortiSOAR,"7.4.0, 7.3.0, 7.2.1"
1249,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21361,7.8,Élevée,CWE-641: Improper Restriction of Names for Files and Other Resources,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Outlook Remote Code Execution Vulnerability,Microsoft,Microsoft Office LTSC for Mac 2021,16.0.1
1244,Multiples vulnérabilités dans HPE Aruba Networking AOS ,Avis,2025-01-15,CVE-2025-23052,7.2,Élevée,n/a,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0032/,Authenticated command injection vulnerability in the command line interface of a network management service. Successful exploitation of this vulnerability could allow an attacker to execute arbitrary commands as a privileged user on the underlying operating system.,Hewlett Packard Enterprise (HPE),HPE Aruba Networking AOS,"10.4.0.0, 8.12.0.0, 8.10.0.0"
1245,Multiples vulnérabilités dans les produits Moxa ,Avis,2025-01-15,CVE-2025-0193,n/a,n/a,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0036/,"A stored Cross-site Scripting (XSS) vulnerability exists in the MGate 5121/5122/5123 Series firmware version v1.0 because of insufficient sanitization and encoding of user input in the ""Login Message"" functionality. An authenticated attacker with administrative access can exploit this vulnerability to inject malicious scripts that are continuously stored on the device. These scripts are executed when other users access the login page, potentially resulting in unauthorized actions or other impacts, depending on the user's privileges.",Moxa,MGate 5121 Series,1.0
1246,Multiples vulnérabilités dans les produits Moxa ,Avis,2025-01-15,CVE-2024-12297,n/a,n/a,CWE-656: Reliance on Security Through Obscurity,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0036/,"Moxa’s Ethernet switch EDS-508A Series, running firmware version 3.11 and earlier, is vulnerable to an authentication bypass because of flaws in its authorization mechanism. Although both client-side and back-end server verification are involved in the process, attackers can exploit weaknesses in its implementation. These vulnerabilities may enable brute-force attacks to guess valid credentials or MD5 collision attacks to forge authentication hashes, potentially compromising the security of the device.",Moxa,EDS-508A Series,1.0
1247,Vulnérabilité dans Microsoft Edge ,Avis,2025-01-15,CVE-2025-0291,n/a,n/a,Type Confusion,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0037/,Type Confusion in V8 in Google Chrome prior to 131.0.6778.264 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.264
1248,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21395,7.8,Élevée,CWE-122: Heap-based Buffer Overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Access Remote Code Execution Vulnerability,Microsoft,Microsoft Office 2019,19.0.0
1234,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-48886,8,Élevée,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A weak authentication in Fortinet FortiOS versions 7.4.0 through 7.4.4, 7.2.0 through 7.2.8, 7.0.0 through 7.0.15, 6.4.0 through 6.4.15, FortiProxy versions 7.4.0 through 7.4.4, 7.2.0 through 7.2.10, 7.0.0 through 7.0.17, 2.0.0 through 2.0.14, FortiManager versions 7.6.0 through 7.6.1, 7.4.1 through 7.4.3, FortiManager Cloud versions 7.4.1 through 7.4.3, FortiAnalyzer Cloud versions 7.4.1 through 7.4.3 allows attacker to execute unauthorized code or commands via a brute-force attack.",Fortinet,FortiOS,"7.4.0, 7.2.0, 7.0.0, 6.4.0"
1235,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-50564,3.2,n/a,Information disclosure,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A use of hard-coded cryptographic key in Fortinet FortiClientWindows version 7.4.0, 7.2.x all versions, 7.0.x all versions, and 6.4.x all versions may allow a low-privileged user to decrypt interprocess communication via monitoring named piped.",Fortinet,FortiClientWindows,"7.4.0, 7.2.0, 7.0.0, 6.4.0"
1221,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2023-37936,9.6,Critique,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,A use of hard-coded cryptographic key in Fortinet FortiSwitch version 7.4.0 and 7.2.0 through 7.2.5 and 7.0.0 through 7.0.7 and 6.4.0 through 6.4.13 and 6.2.0 through 6.2.7 and 6.0.0 through 6.0.7 allows attacker to execute unauthorized code or commands via crafted requests.,Fortinet,FortiSwitch,"7.4.0, 7.2.0, 7.0.0, 6.4.0, 6.2.0, 6.0.0"
1233,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2023-4863,n/a,n/a,Heap buffer overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,Heap buffer overflow in libwebp in Google Chrome prior to 116.0.5845.187 and libwebp 1.3.2 allowed a remote attacker to perform an out of bounds memory write via a crafted HTML page. (Chromium security severity: Critical),Google,Chrome,116.0.5845.187
1232,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-35277,8.4,n/a,Improper access control,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A missing authentication for critical function in Fortinet FortiPortal version 6.0.0 through 6.0.15, FortiManager version 7.4.0 through 7.4.2, 7.2.0 through 7.2.5, 7.0.0 through 7.0.12, 6.4.0 through 6.4.14 allows attacker to access to the configuration of the managed devices by sending specifically crafted packets",Fortinet,FortiManager,"7.4.0, 7.2.0, 7.0.0, 6.4.0"
1231,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-36504,6.2,n/a,Denial of service,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An out-of-bounds read vulnerability [CWE-125] in FortiOS SSLVPN web portal versions 7.4.0 through 7.4.4, versions 7.2.0 through 7.2.8, 7.0 all verisons, and 6.4 all versions may allow an authenticated attacker to perform a denial of service on the SSLVPN web portal via a specially crafted URL.",Fortinet,FortiOS,"7.4.0, 7.2.0, 7.0.0, 6.4.0"
1230,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2023-42785,6.4,n/a,Denial of service,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A null pointer dereference in FortiOS versions 7.4.0 through 7.4.1, 7.2.0 through 7.2.5, 7.0 all versions, 6.4 all versions , 6.2 all versions and 6.0 all versions allows attacker to trigger a denial of service via a crafted http request.",Fortinet,FortiOS,"7.4.0, 7.2.0, 7.0.0, 6.4.0, 6.2.0, 6.0.0"
1229,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2023-5217,n/a,n/a,Heap buffer overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,Heap buffer overflow in vp8 encoding in libvpx in Google Chrome prior to 117.0.5938.132 and libvpx 1.13.1 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,117.0.5938.132
1228,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-46669,3.2,n/a,Denial of service,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An Integer Overflow or Wraparound vulnerability [CWE-190] in version 7.4.4 and below, version 7.2.10 and below; FortiSASE version 23.4.b FortiOS tenant IPsec IKE service may allow an authenticated attacker to crash the IPsec tunnel via crafted requests, resulting in potential denial of service.",Fortinet,FortiOS,"7.4.0, 7.2.0"
1227,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-54021,6.4,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An improper neutralization of crlf sequences in http headers ('http response splitting') in Fortinet FortiOS 7.2.0 through 7.6.0, FortiProxy 7.2.0 through 7.4.5 allows attacker to execute unauthorized code or commands via crafted HTTP header.",Fortinet,FortiOS,"7.6.0, 7.4.0, 7.2.0"
1226,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-23106,7.7,Élevée,Improper access control,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,An improper restriction of excessive authentication attempts [CWE-307] in FortiClientEMS version 7.2.0 through 7.2.4 and before 7.0.10 allows an unauthenticated attacker to try a brute force attack against the FortiClientEMS console via crafted HTTP or HTTPS requests.,Fortinet,FortiClientEMS,"7.2.0, 7.0.0, 6.4.7, 6.4.0, 6.2.6, 6.2.0"
1225,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-46664,5.2,Moyenne,Improper access control,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,A relative path traversal in Fortinet FortiRecorder [CWE-23] version 7.2.0 through 7.2.1 and before 7.0.4 allows a privileged attacker to read files from the underlying filesystem via crafted HTTP or HTTPs requests.,Fortinet,FortiRecorder,"7.2.0, 7.0.0, 6.4.0"
1224,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-26012,6.3,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A improper neutralization of special elements used in an os command ('os command injection') in Fortinet FortiAP-S 6.2 all verisons, and 6.4.0 through 6.4.9, FortiAP-W2 6.4 all versions, 7.0 all versions, 7.2.0 through 7.2.3, and 7.4.0 through 7.4.2, FortiAP 6.4 all versions, 7.0 all versions, 7.2.0 through 7.2.3, and 7.4.0 through 7.4.2 allow a local authenticated attacker to execute unauthorized code via the CLI.",Fortinet,FortiAP-S,"6.4.0, 6.2.0"
1223,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-35278,4.1,Moyenne,Information disclosure,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A improper neutralization of special elements used in an sql command ('sql injection') in Fortinet FortiPortal versions 7.2.4 through 7.2.0 and 7.0.0 through 7.2.8 may allow an authenticated attacker to view the SQL query being run server-side when submitting an HTTP request, via including special elements in said request.",Fortinet,FortiPortal,"7.2.0, 7.0.0"
1222,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-46668,7.1,Élevée,Denial of service,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An allocation of resources without limits or throttling vulnerability [CWE-770] in FortiOS versions 7.4.0 through 7.4.4, versions 7.2.0 through 7.2.8, versions 7.0.0 through 7.0.15, and versions 6.4.0 through 6.4.15 may allow an unauthenticated remote user to consume all system memory via multiple large file uploads.",Fortinet,FortiOS,"7.4.0, 7.2.0, 7.0.0, 6.4.0"
1220,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-52967,3.3,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,An improper neutralization of script-related html tags in a web page (basic xss) in Fortinet FortiPortal 6.0.0 through 6.0.14 allows attacker to execute unauthorized code or commands via html injection.,Fortinet,FortiPortal,6.0.0
1219,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-21758,6.1,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A stack-based buffer overflow in Fortinet FortiWeb versions 7.2.0 through 7.2.7, and 7.4.0 through 7.4.1 may allow a privileged user to execute arbitrary code via specially crafted CLI commands, provided the user is able to evade FortiWeb stack protections.",Fortinet,FortiWeb,"7.4.0, 7.2.0"
1251,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21186,7.8,Élevée,CWE-122: Heap-based Buffer Overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Access Remote Code Execution Vulnerability,Microsoft,Microsoft Office 2019,19.0.0
1250,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21357,6.7,n/a,CWE-908: Use of Uninitialized Resource,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Outlook Remote Code Execution Vulnerability,Microsoft,Microsoft Office 2019,19.0.0
1280,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21251,7.5,Élevée,CWE-400: Uncontrolled Resource Consumption,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Microsoft Message Queuing (MSMQ) Denial of Service Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1252,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21346,7.1,Élevée,CWE-693: Protection Mechanism Failure,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Office Security Feature Bypass Vulnerability,Microsoft,Microsoft Office 2019,19.0.0
1253,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21362,8.4,n/a,CWE-416: Use After Free,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Excel Remote Code Execution Vulnerability,Microsoft,Office Online Server,1.0.0
1282,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21323,5.5,Moyenne,CWE-532: Insertion of Sensitive Information into Log File,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Kernel Memory Information Disclosure Vulnerability,Microsoft,Windows Server 2022,10.0.20348.0
1217,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-46665,3.5,n/a,Information disclosure,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An insertion of sensitive information into sent data vulnerability [CWE-201] in FortiOS 7.6.0, 7.4.0 through 7.4.4 may allow an attacker in a man-in-the-middle position to retrieve the RADIUS accounting server shared secret via intercepting accounting-requests.",Fortinet,FortiOS,"7.6.0, 7.4.0"
1281,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21372,7.8,Élevée,CWE-416: Use After Free,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Microsoft Brokering File System Elevation of Privilege Vulnerability,Microsoft,Windows Server 2025 (Server Core installation),10.0.26100.0
1279,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21218,7.5,Élevée,CWE-400: Uncontrolled Resource Consumption,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Kerberos Denial of Service Vulnerability,Microsoft,Windows Server 2019,10.0.17763.0
1278,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21210,4.2,Moyenne,CWE-636: Not Failing Securely ('Failing Open'),n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows BitLocker Information Disclosure Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1277,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21326,7.8,Élevée,CWE-843: Access of Resource Using Incompatible Type ('Type Confusion'),n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Internet Explorer Remote Code Execution Vulnerability,Microsoft,Windows Server 2025,10.0.26100.0
1276,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21303,8.8,n/a,CWE-122: Heap-based Buffer Overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Telephony Service Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1275,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21278,6.2,n/a,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Remote Desktop Gateway (RD Gateway) Denial of Service Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1274,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21248,8.8,n/a,CWE-122: Heap-based Buffer Overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Telephony Service Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1273,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21331,7.3,Élevée,CWE-59: Improper Link Resolution Before File Access ('Link Following'),n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Installer Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1272,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21321,5.5,Moyenne,CWE-532: Insertion of Sensitive Information into Log File,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Kernel Memory Information Disclosure Vulnerability,Microsoft,Windows Server 2025,10.0.26100.0
1271,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21223,8.8,n/a,CWE-122: Heap-based Buffer Overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Telephony Service Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1270,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21296,7.5,Élevée,CWE-416: Use After Free,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,BranchCache Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1269,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21334,7.8,Élevée,CWE-416: Use After Free,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Hyper-V NT Kernel Integration VSP Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 21H2,10.0.19043.0
1268,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21413,8.8,n/a,CWE-122: Heap-based Buffer Overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Telephony Service Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1267,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21285,7.5,Élevée,CWE-476: NULL Pointer Dereference,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Microsoft Message Queuing (MSMQ) Denial of Service Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1266,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21242,5.9,Moyenne,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Kerberos Information Disclosure Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1265,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21231,7.5,Élevée,CWE-400: Uncontrolled Resource Consumption,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,IP Helper Denial of Service Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1264,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21245,8.8,n/a,CWE-122: Heap-based Buffer Overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Telephony Service Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1263,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21220,7.5,Élevée,CWE-908: Use of Uninitialized Resource,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Microsoft Message Queuing Information Disclosure Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1262,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21356,7.8,Élevée,CWE-843: Access of Resource Using Incompatible Type ('Type Confusion'),n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Office Visio Remote Code Execution Vulnerability,Microsoft,Microsoft Office 2019,19.0.0
1261,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21366,7.8,Élevée,CWE-416: Use After Free,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Access Remote Code Execution Vulnerability,Microsoft,Microsoft Office 2019,19.0.0
1260,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21365,7.8,Élevée,CWE-426: Untrusted Search Path,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Office Remote Code Execution Vulnerability,Microsoft,Microsoft 365 Apps for Enterprise,16.0.1
1259,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21345,7.8,Élevée,CWE-416: Use After Free,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Office Visio Remote Code Execution Vulnerability,Microsoft,Microsoft Office 2019,19.0.0
1258,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21402,7.8,Élevée,CWE-641: Improper Restriction of Names for Files and Other Resources,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Office OneNote Remote Code Execution Vulnerability,Microsoft,Microsoft Office LTSC for Mac 2021,16.0.1
1257,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21364,7.8,Élevée,CWE-502: Deserialization of Untrusted Data,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Excel Security Feature Bypass Vulnerability,Microsoft,Microsoft 365 Apps for Enterprise,16.0.1
1256,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21363,7.8,Élevée,CWE-822: Untrusted Pointer Dereference,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Word Remote Code Execution Vulnerability,Microsoft,Microsoft 365 Apps for Enterprise,16.0.1
1255,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21354,8.4,n/a,CWE-822: Untrusted Pointer Dereference,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,Microsoft Excel Remote Code Execution Vulnerability,Microsoft,Office Online Server,1.0.0
